topic,subtopic1,subtopic2,subtopic3,fact
Marathi grammar,Grammar,Ergativity,Marathi ergativity,"In Marathi, case suffixes are split into two categories: nominative-accusative and ergative-absolutive. Ergativity is primarily aspect-based, with subjects taking the ergative marking instead of their subject."
Marathi grammar,Grammar,Nouns,Marathi nouns,"Marathi uses a system of case endings for nouns. The nominative case is unmarked, while the accusative case has a suffix -va (वाल) and the instrumental case has -na (नाल)."
Marathi grammar,Grammar,Tenses and Aspect,Marathi Grammar,Marathi grammar is marked using suffixes and by adding conjugations of a copula/auxiliary verb. The habitual aspect uses a different set of conjugations of the same auxiliary verb (असणे).
Marathi grammar,Grammar,Causatives,Marathi Causatives,"Causatives are created from existing verb stems and typically follow the set of patterns listed below. Attaching 'व' (va) to the stem of the verb; in modern literature 'व' is often replaced by 'वि' (vi). So, हसणे (hasaṇē, to laugh) → हसवणे/हसविणे (hasavaṇē/hasaviṇē, to cause to laugh); चालणे (cālaṇē, to walk) → चालवणे/चालविणे (cālavaṇē/cālaviṇē, to cause to walk)."
Marathi grammar,Grammar,Root Vowel Change,Marathi Grammar,"For verbs with stems that have single syllables (खा, घे, दे; khā, ghē, dē), attach 'व' (va) to the stem of the verb. So, हसणे (hasaṇē, to laugh) → हसवणे/हसविणे (hasavaṇē/hasaviṇē, to cause to laugh); चालणे (cālaṇē, to walk) → चालवणे/चालविणे (cālavaṇē/cālaviṇē, to cause to walk)."
Marathi grammar,Grammar,Imperatives,Marathi Grammar,"The imperative form of a verb (called आज्ञार्थ, ādñārtha) is formed by applying a simple set of rules to the stem of the verb, and has second-person singular (where there is a distinction between formal and informal) and second-person plural forms (which are the same as the second-person singular formal). For akārānta verbs, the informal imperative form is the verb stem itself. The formal imperative is formed by utilizing the transformation a → ā (अ → आ) to the stem vowel."
Marathi grammar,Grammar,Negative Imperatives,Marathi Grammar,"The negative imperative form is constructed by adding the suffix -ऊ (ū) to the verb stem, and then by adding a separate negative particle नकोस/नको (nakosa/nako, for informal imperative) or नका (nakā, for formal imperative)."
Marathi grammar,Grammar,Word order,Nouns inflection,"The first modern book exclusively about the grammar of Marathi was printed in 1805 by Willam Carey. The principal word order in Marathi is SOV (subject-object-verb). Nouns inflect for gender, number, and case."
Marathi grammar,Grammar,Gender classification,Nouns and adjectives,"Marathi words can be classified into three categories: proper nouns (विशेषनाम, visheshnāma), common nouns (सामान्यनाम, samānyanāma), and abstract nouns (भाववाचकनाम, bhāvvāchaknāma). They are also often categorized based on their ending vowel. For example, भाववाचकनाम (bhāvvāchaknāma) is a feminine noun with the same root as भाव (bhāva), while आकारान्त (ākārānta) is an adjective that agrees with its subject but not with its object."
Marathi grammar,Grammar,Verbs and adverbs,"Tense, aspect, mood","Marathi verbs inflect for tense (past, present, future), aspect (past, present, future), and mood. Verbs can agree with their subjects, yielding an active voice construction or a passive voice construction. Marathi adjectives do not inflect unless they end in आ (/aː/) vowel, which is common to Sanskrit."
Code Club,Education and Learning,Code Club,Volunteer Programming,"Code Club is a voluntary initiative that provides coding skills to children aged 9 to 13 through free after-school clubs. It has over 3,800 schools and other public venues in the UK."
Code Club,Technology,Programming Languages,"Scratch, HTML & CSS, Python","Code Club offers Scratch, HTML & CSS, and Python programming languages to children. It also provides free BBC Micro:bits for children above the age of 9."
Code Club,History,Raspberry Pi Foundation,Clare Sutcliffe,"The Raspberry Pi Foundation is a wholly owned subsidiary of the Raspberry Pi brand. Clare Sutcliffe, executive director at Raspberry Pi, left in 2018."
Code Club,Technology,Coding,"Scratch, HTML & CSS, Python","Code Club teaches Scratch, HTML & CSS, and Python programming languages to children. It also provides free BBC Micro:bits for children above the age of 9."
CoderDojo,History,Founding and Growth,Coders' Movement,"The CoderDojo movement began in 2011 with James Whelton and Bill Liao as founders. It has since grown to over 69 countries, with a focus on young people learning code through social environments."
CoderDojo,Community,Dojos,Global Presence,"The CoderDojo Foundation estimates there are over 1,250 Dojos across 69 countries. The movement has seen significant growth since its founding."
CoderDojo,Education,Programming Skills,Coding Education,The CoderDojo movement aims to provide young people with coding skills and knowledge through interactive programming workshops. It emphasizes the importance of code in solving problems.
CoderDojo,Community Engagement,Volunteer Work,Education Programs,"The CoderDojo movement engages with young people through volunteer-led workshops, mentorship programs, and educational resources. It fosters a sense of community among participants."
CoderDojo,Technology,Programming Languages,Coding Tools,"The CoderDojo movement supports the development of programming languages, tools, and technologies that young people can use to learn and apply coding skills."
CoderDojo,Education,STEM Education,Coding Education,"The CoderDojo movement emphasizes STEM education by providing opportunities for young people to explore coding, science, technology, engineering, and math (STEM) concepts."
Buffer analysis,Geography,Buffer analysis,GIS operations,"In geographic information systems (GIS) and spatial analysis, buffer analysis is the determination of a zone around a geographic feature containing locations that are within a specified distance of that feature."
